symbol,tf,window,rule,ret_net,trades,win,expo,ret_gross,bh
BTCUSDT,4h,7,dom_adx_p90,2.178887154503792,136,0.47058823529411764,0.053315929514533865,2.4508871545037874,18.740525840289287
BTCUSDT,4h,8,dom,16.336527558995343,1046,0.4359464627151052,0.4939002961996084,18.42852755899535,18.740525840289287
BTCUSDT,4h,8,dom_adx_med,6.910936434220843,486,0.36213991769547327,0.23946985290426226,7.882936434220808,18.740525840289287
BTCUSDT,4h,8,dom_adx_p90,1.837844416903917,117,0.4358974358974359,0.05236206636879361,2.071844416903916,18.740525840289287
BTCUSDT,4h,9,dom,15.666957406306818,963,0.42782969885773625,0.49139013002660775,17.59295740630682,18.740525840289287
BTCUSDT,4h,9,dom_adx_med,6.8555508098425975,438,0.3904109589041096,0.23791354987700186,7.731550809842576,18.740525840289287
BTCUSDT,4h,9,dom_adx_p90,2.0506952719675446,108,0.4722222222222222,0.05286409960339374,2.266695271967542,18.740525840289287
BTCUSDT,4h,10,dom,15.457768617195224,883,0.43148357870894677,0.4911391134093077,17.22376861719523,18.740525840289287
BTCUSDT,4h,10,dom_adx_med,6.875043069709028,405,0.3925925925925926,0.238515989758522,7.685043069709003,18.740525840289287
BTCUSDT,4h,10,dom_adx_p90,2.039861665897064,96,0.4375,0.053215522867613836,2.2318616658970636,18.740525840289287
BTCUSDT,4h,12,dom,14.716956314395661,788,0.4289340101522843,0.4871730508559667,16.29295631439568,18.740525840289287
BTCUSDT,4h,12,dom_adx_med,6.574464635986939,340,0.40588235294117647,0.23700989005472162,7.254464635986922,18.740525840289287
BTCUSDT,4h,12,dom_adx_p90,1.991553747647237,80,0.5125,0.05437019930719414,2.1515537476472355,18.740525840289287
BTCUSDT,4h,14,dom,13.947189398621498,713,0.4305750350631136,0.48295597168532556,15.373189398621482,18.740525840289287
BTCUSDT,4h,14,dom_adx_med,5.716329251848134,317,0.416403785488959,0.23550379035092123,6.350329251848125,18.740525840289287
BTCUSDT,4h,14,dom_adx_p90,2.030160598442091,69,0.5362318840579711,0.054119182689894074,2.168160598442089,18.740525840289287
